,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PERSON,Unique LOC,Unique ORG
100,0149.a5.txt,2579.37,1238.1,825.4,365.08,1,0,2
101,1099.a5.txt,1540.45,1110.15,611.02,335.63,11,1,0
102,2036.a5.txt,1816.77,1125.78,621.12,442.55,4,0,2
103,2005.a5.txt,1921.68,1120.22,619.31,336.98,4,1,4
104,0101.a5.txt,2040.16,1084.34,763.05,409.64,5,1,1
105,1006.a5.txt,1605.05,1018.94,658.25,405.77,9,4,2
106,0115.a5.txt,1329.88,1079.45,751.3,483.59,11,2,2
107,0107.a5.txt,2000.0,1220.78,779.22,545.45,3,0,0
108,0125.a5.txt,2228.63,1008.65,883.77,480.31,1,0,2
109,1067.a5.txt,1755.14,1070.21,642.12,342.47,8,4,4
110,0200.a5.txt,1478.26,1165.22,695.65,426.09,5,3,3
111,0103.a5.txt,1844.48,1103.07,623.87,388.79,5,3,3
112,2021.a5.txt,1753.4,960.77,944.76,344.28,3,1,5
113,1013.a5.txt,1690.02,1129.6,691.77,297.72,3,3,2
