,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PERSON,Unique LOC,Unique ORG
0,1021.b4.txt,1371.95,1082.32,480.18,403.96,10,0,4
1,0105.b4.txt,1210.3,1167.38,523.61,549.36,12,0,4
2,1069.b4.txt,1255.13,1173.09,557.83,697.29,8,0,5
3,2018.b4.txt,1248.97,1364.01,410.85,369.76,9,0,4
4,1528.b4.txt,1396.91,1148.42,530.56,523.84,9,0,3
5,1112.b4.txt,1358.97,1217.95,448.72,423.08,11,0,3
6,1097.b4.txt,1505.31,1080.9,557.03,477.45,10,0,3
7,1057.b4.txt,1434.95,1122.45,465.56,350.77,7,0,2
8,0103.b4.txt,1352.81,1137.59,607.23,468.87,7,0,1
9,0300.b4.txt,1586.5,1122.36,455.7,320.68,11,0,7
10,1520.b4.txt,1294.78,993.09,590.82,414.83,4,0,3
11,0107.b4.txt,1806.45,1240.14,652.33,243.73,10,0,6
12,0139.b4.txt,1523.49,1073.83,516.78,308.72,9,0,7
13,1023.b4.txt,1258.02,949.94,808.73,795.89,9,0,3
14,0308.b4.txt,1355.06,1029.16,531.73,566.04,5,0,1
15,1100.b4.txt,1508.43,1064.77,479.15,301.69,5,0,2
16,0318.b4.txt,1403.43,940.25,375.17,352.01,14,0,3
17,0310.b4.txt,1534.88,1116.28,668.6,401.16,12,0,2
18,1508.b4.txt,1300.51,1102.13,492.29,315.94,13,0,3
19,0158.b4.txt,1377.87,1203.9,605.43,563.67,14,0,1
20,0178.b4.txt,1540.02,1087.31,654.81,626.52,11,0,0
21,0219.b4.txt,1533.46,920.07,483.27,418.22,16,0,2
22,1003.b4.txt,1579.66,1159.32,494.92,210.17,6,0,2
23,0140.b4.txt,1163.37,1130.36,396.04,470.3,10,0,6
24,0165.b4.txt,1168.73,1006.19,433.44,371.52,10,0,5
25,0200.b4.txt,1222.38,953.04,711.33,718.23,9,0,2
26,1532.b4.txt,1196.52,1153.01,391.59,522.12,12,0,3
27,2034.b4.txt,1335.38,897.93,652.34,368.38,13,0,6
28,2030.b4.txt,1336.63,1166.9,495.05,417.26,10,0,4
