,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PERSON,Unique LOC,Unique ORG
0,0176.a1.txt,1409.69,1244.49,649.78,682.82,0,0,1
1,3040.a1.txt,1171.43,1742.86,942.86,657.14,0,0,0
2,2044.a1.txt,1404.42,1456.44,559.17,598.18,1,0,0
3,1102.a1.txt,1198.63,1381.28,730.59,730.59,4,2,1
4,1029.a1.txt,1342.04,1330.17,748.22,439.43,0,0,0
5,0218.a1.txt,1404.36,1452.78,714.29,447.94,0,0,0
6,1043.a1.txt,1339.49,1281.76,646.65,681.29,0,0,0
7,0200.a1.txt,1261.17,1320.75,774.58,705.06,3,1,1
8,1074.a1.txt,1542.75,1319.7,706.32,678.44,0,0,0
9,2047.a1.txt,1522.84,1319.8,723.35,672.59,0,0,0
10,0187.a1.txt,1298.7,1428.57,753.25,753.25,0,0,1
11,1026.a1.txt,1000.0,1344.83,629.31,456.9,0,0,0
12,2012.a1.txt,1523.64,1103.33,840.63,709.28,1,0,3
13,2067.a1.txt,1194.23,1377.95,551.18,577.43,0,0,0
14,2013.a1.txt,1290.98,1127.05,676.23,891.39,1,0,0
15,0194.a1.txt,1115.7,1477.27,795.45,692.15,1,0,1
16,0123.a1.txt,1246.82,1361.32,597.96,776.08,1,0,0
17,1064.a1.txt,1312.65,1300.72,763.72,799.52,0,0,0
18,2037.a1.txt,1599.44,1182.2,1070.93,598.05,0,0,0
19,0204.a1.txt,1466.99,1112.47,611.25,513.45,1,0,1
20,0214.a1.txt,1175.06,1282.97,563.55,839.33,1,0,0
21,2074.a1.txt,1412.21,979.64,865.14,903.31,1,0,4
22,1054.a1.txt,1566.92,1479.87,544.07,489.66,0,0,1
23,2039.a1.txt,1333.33,1500.0,690.48,666.67,0,0,0
24,2066.a1.txt,1408.27,1369.51,1007.75,736.43,0,0,0
25,0125.a1.txt,1830.99,1115.02,845.07,586.85,0,1,0
26,2000.a1.txt,1479.4,973.78,730.34,524.34,0,0,0
27,0195.a1.txt,1239.16,1536.56,644.36,582.4,0,0,0
28,1031.a1.txt,1206.23,1426.72,622.57,596.63,0,0,1
29,0134.a1.txt,1359.22,1250.0,728.16,1165.05,0,0,0
30,2018.a1.txt,1349.83,1664.79,528.68,449.94,0,0,0
31,3041.a1.txt,1084.34,1295.18,722.89,391.57,0,0,0
