,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PERSON,Unique LOC,Unique ORG
0,0151.b7.txt,1934.26,1074.59,910.24,442.48,2,0,2
1,0178.b7.txt,1990.29,1027.51,954.69,720.06,4,0,3
2,0223.b7.txt,1982.08,1041.43,862.26,447.93,0,0,1
3,0107.b7.txt,1632.88,1081.08,1036.04,540.54,0,1,6
4,0219.b7.txt,2094.59,1002.25,1013.51,585.59,1,1,0
5,0137.b7.txt,2115.77,968.06,818.36,349.3,4,1,2
6,0157.b7.txt,1270.59,1223.53,882.35,588.24,5,1,1
7,0106.b7.txt,1762.89,1257.73,835.05,515.46,0,1,0
8,0158.b7.txt,1826.7,1229.51,737.7,491.8,1,1,0
9,0185.b7.txt,1817.26,1157.36,822.34,619.29,1,0,1
10,0224.b7.txt,2101.65,1030.22,947.8,315.93,1,1,1
11,0238.b7.txt,1688.03,1185.9,715.81,555.56,1,0,1
12,0198.b7.txt,2024.54,1079.75,809.82,503.07,0,0,3
13,0186.b7.txt,1714.29,1095.24,738.1,642.86,0,0,1
14,0318.b7.txt,2076.72,912.7,820.11,515.87,1,0,0
