,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PERSON,Unique LOC,Unique ORG
0,0200.b5.txt,1682.24,996.88,691.59,523.36,7,0,1
1,0165.b5.txt,1714.08,967.28,661.45,398.29,10,0,0
2,2066.b5.txt,1300.08,1406.38,531.48,367.95,8,0,2
3,1532.b5.txt,1510.02,1248.07,400.62,331.28,13,0,1
4,2019.b5.txt,1365.43,1152.33,497.24,331.49,6,0,2
5,0300.b5.txt,1761.84,814.76,752.09,410.86,15,1,10
6,1003.b5.txt,1519.61,1127.45,532.21,427.17,9,0,2
7,1023.b5.txt,1384.06,1240.26,665.07,593.17,12,2,2
8,3020.b5.txt,1700.0,825.0,791.67,283.33,9,0,2
9,1100.b5.txt,1763.44,1089.61,709.68,336.92,14,0,2
10,3018.b5.txt,1469.63,1012.41,705.42,529.07,7,0,2
11,2028.b5.txt,1307.34,1336.01,464.45,384.17,10,0,6
12,1533.b5.txt,1497.94,1205.76,481.48,423.87,14,0,4
13,2032.b5.txt,977.1,1236.64,529.26,508.91,11,1,2
14,1021.b5.txt,1754.27,1019.63,582.65,291.32,12,1,4
15,1508.b5.txt,1225.68,1167.32,408.56,434.5,16,0,4
16,0310.b5.txt,1549.74,1033.16,797.19,516.58,9,0,2
17,1057.b5.txt,1568.4,978.82,789.93,452.2,9,0,1
18,0140.b5.txt,1399.1,1025.15,560.93,496.45,10,0,1
19,2034.b5.txt,1519.27,952.38,755.86,438.4,10,0,3
20,0103.b5.txt,1739.58,1070.51,838.91,365.41,13,0,1
